0.321073,0.312954,0.314874,0.310835,0.315605,0.310171,0.315017,0.316390,0.312885,0.315433,0.313274,0.313263,0.311001,0.312930,0.313546,0.315530,0.311992,0.313232,0.315513,0.314439
1.219571,1.218899,1.220267,1.218728,1.220011,1.219249,1.218994,1.218852,1.218926,1.220981,1.219296,1.219032,1.219205,1.218800,1.218862,1.219710,1.220020,1.220922,1.218833,1.219022
1.250615,1.242665,1.236934,1.233832,1.238059,1.239441,1.234783,1.232756,1.240678,1.242541,1.234325,1.246355,1.243482,1.235930,1.242391,1.234199,1.236995,1.240842,1.245849,1.240002
5.036152,4.729231,4.719690,4.753454,4.867638,4.901813,4.914821,4.896734,4.888593,4.908192,4.888704,4.893036,4.906959,4.889438,4.886404,4.912028,4.900143,4.907050,4.902203,4.905662
5.044409,4.941429,4.951642,5.054045,5.018994,5.037771,5.035521,5.950980,6.524742,6.175903,5.499840,5.009516,5.003575,5.046106,5.001714,5.027320,5.040841,5.045960,5.052560,5.051909
19.468435,19.462950,19.468096,19.494479,19.477419,19.493421,19.481842,19.486049,19.489407,19.490181,19.498959,19.527461,19.521860,19.528158,19.550351,19.517249,19.525732,19.521103,19.528914,19.535914
19.870908,23.029339,19.900495,19.931211,19.881658,19.901538,19.855541,19.896862,19.921860,19.908467,19.900448,19.923004,19.997110,19.943015,19.923412,19.996768,19.936379,19.890538,19.985273,19.972909
79.199415,78.042664,77.945777,77.950943,78.138860,77.981523,77.916848,77.909901,77.889597,77.923123,77.896536,77.882625,78.040619,79.708927,78.021059,78.047276,77.999996,78.054178,78.058721,78.039203
83.524256,79.148461,79.588447,79.044049,79.330875,79.051532,78.965168,79.678397,79.805547,79.806261,79.574076,79.252116,79.761894,79.536224,79.476441,79.258214,79.234871,78.969517,79.456256,79.131583
312.004800,311.481110,312.134790,311.791860,311.836310,312.138840,312.008500,313.979830,312.573300,311.743660,314.475380,315.904700,313.793170,312.829390,313.534090,313.290890,311.593420,311.807500,312.779830,312.045910
315.444870,316.263120,316.847080,316.154647,317.075011,316.356378,315.350977,316.964415,317.212919,312.395447,308.322879,313.071891,310.100246,309.769902,310.421007,316.657373,316.239199,316.816886,316.113992,316.558857
1247.627100,1247.006800,1275.049500,1275.403500,1267.494000,1236.855500,1308.348500,1240.505300,1312.768800,1200.443200,1254.513600,1290.837700,1261.557600,1377.458000,1249.342300,1334.307100,1248.247100,1270.526900,1324.947100,1270.227300
